P357206	CDLI Literary 000351, ex. 135	British Museum, London, UK	Middle Assyrian (ca. 1400-1000 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 021 n1 (BM 122625)	
P403233	CDLI Literary 000351, ex. 136	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 022 a2	
P357106	CDLI Literary 000351, ex. 137	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 022 q1	
P357133	CDLI Literary 000351, ex. 138	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 022 v1	
P357079	CDLI Literary 000351, ex. 139	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 022, p1	
P452395	CDLI Literary 000351, ex. 140	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 022, w1	
P461208	CDLI Literary 000351, ex. 141	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)		tablet	history	2 (1983) 023 (o2)	
P357181	CDLI Literary 000351, ex. 142	British Museum, London, UK	Neo-Babylonian (ca. 626-539 BC)	Sippar-Yahrurum (mod. Tell Abu Habbah)	tablet	history	2 (1983) 023 c2	
P404409	CDLI Literary 000351, ex. 143	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 023 d2	
P404559	CDLI Literary 000351, ex. 144	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 023 e2	
P461893	CDLI Literary 000351, ex. 145	Institute for the Study of Ancient Cultures West Asia &amp; North Africa Museum, Chicago, Illinois, USA	Neo-Babylonian (ca. 626-539 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 023 g2	
P357205	CDLI Literary 000351, ex. 146	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 023 h2	
P461247	CDLI Literary 000351, ex. 147	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)		tablet	history	pl. 75-76, BM 051213 +	
P401981	CDLI Literary 000351, ex. 148	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 023 q2	
P349103	CDLI Literary 000351, ex. 151		Old Babylonian (ca. 1900-1600 BC)	Uruk (mod. Warka)	tablet	history	2 (1983) 019 B5	
P346514	CDLI Literary 000351, ex. 152	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	Ur (mod. Tell Muqayyar)	tablet	history	2 (1983) 017 B3 (cited as 260)	
P346515	CDLI Literary 000351, ex. 153	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	Ur (mod. Tell Muqayyar)	tablet	history	2 (1983) 017 C3 (cited as 94)	
P346517	CDLI Literary 000351, ex. 154	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	Ur (mod. Tell Muqayyar)	tablet	history	2 (1983) 017 E3 (cited as 237)	
P453277	CDLI Literary 000351, ex. 156	Vorderasiatisches Museum, Berlin, Germany	Neo-Assyrian (ca. 911-612 BC)	Assur (mod. Qalat Sherqat)	tablet	history	2 (1983) 022 (o1)	
P453278	CDLI Literary 000351, ex. 157	Vorderasiatisches Museum, Berlin, Germany	Middle Assyrian (ca. 1400-1000 BC)		tablet	history	2 (1983) 021 m1	
P357180	CDLI Literary 000351, ex. 158	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 020, u	
