P255517	CDLI Literary 000351, ex. 092	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 016 R2	
P255622	CDLI Literary 000351, ex. 093	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 016 S2	
P269648	CDLI Literary 000351, ex. 094	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 016 T2	
P263561	CDLI Literary 000351, ex. 095	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 F3	
P356460	CDLI Literary 000351, ex. 096	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 G3	
P429735	CDLI Literary 000351, ex. 097	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 I3	
P356563	CDLI Literary 000351, ex. 098	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 J3	
P356260	CDLI Literary 000351, ex. 099	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 K3	
P356198	CDLI Literary 000351, ex. 100	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 L3	
P356485	CDLI Literary 000351, ex. 101	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 M3	
P429734	CDLI Literary 000351, ex. 102	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 N3	
P356194	CDLI Literary 000351, ex. 103	Penn Museum, Philadelphia, Pennsylvania, USA	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 017 O3	
