Q000964				Šulgi 10	rim:E3/2.1.2.10	Royal Inscription		Eleanor Robson	5/28/2015 4:05:36 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 119, E3/2.1.2.10		Šulgi			active			
Q000965				Šulgi 11	rim:E3/2.1.2.11	Royal Inscription		Eleanor Robson	5/28/2015 4:05:37 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 120, E3/2.1.2.11		Šulgi			active			
Q000966				Šulgi 12	rim:E3/2.1.2.12	Royal Inscription		Eleanor Robson	5/28/2015 4:05:37 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 121, E3/2.1.2.12		Šulgi			active			
Q000967				Šulgi 13	rim:E3/2.1.2.13	Royal Inscription		Eleanor Robson	5/28/2015 4:05:37 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 122, E3/2.1.2.13		Šulgi			active			
Q000968				Šulgi 16	rim:E3/2.1.2.16	Royal Inscription		Eleanor Robson	5/28/2015 4:05:37 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 125, E3/2.1.2.16		Šulgi			active			
Q000969				Šulgi 18	rim:E3/2.1.2.18	Royal Inscription		Eleanor Robson	5/28/2015 4:05:38 PM				Ur III	Ur	RIME 3/2, p. 126, E3/2.1.2.18		Šulgi			active			
Q000971				Šulgi 20	rim:E3/2.1.2.20	Royal Inscription		Eleanor Robson	5/28/2015 4:05:38 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 127, E3/2.1.2.20		Šulgi			active			
Q000972				Šulgi 21	rim:E3/2.1.2.21	Royal Inscription		Eleanor Robson	5/28/2015 4:05:39 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 130, E3/2.1.2.21		Šulgi			active			
Q000973				Šulgi 22	rim:E3/2.1.2.22	Royal Inscription		Eleanor Robson	5/28/2015 4:05:39 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 131, E3/2.1.2.22		Šulgi			active			
Q000974				Šulgi 28	rim:E3/2.1.2.28	Royal Inscription		Eleanor Robson	5/28/2015 4:05:39 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 136, E3/2.1.2.28		Šulgi			active			
Q000975				Šulgi 30	rim:E3/2.1.2.30	Royal Inscription		Eleanor Robson	5/28/2015 4:05:39 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 137, E3/2.1.2.30		Šulgi			active			
Q000976				Šulgi 31	rim:E3/2.1.2.31	Royal Inscription		Eleanor Robson	5/28/2015 4:05:40 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 138, E3/2.1.2.31		Šulgi			active			
Q000977				Šulgi 32	rim:E3/2.1.2.32	Royal Inscription		Eleanor Robson	5/28/2015 4:05:40 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 139, E3/2.1.2.32		Šulgi			active			
Q000978				Šulgi 39 (and Šulgi 45)	rim:E3/2.1.2.39 and 45	Royal Inscription		ARMEP	9/10/2019 7:49:16 AM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 146, E3/2.1.2.39 and 45		Šulgi			active			
Q000979				Šulgi 42	rim:E3/2.1.2.42	Royal Inscription		Eleanor Robson	5/28/2015 4:05:40 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 148, E3/2.1.2.42		Šulgi			active			
Q000980				Šulgi 89	rim:E3/2.1.2.89	Royal Inscription		Eleanor Robson	5/28/2015 4:05:41 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 184, E3/2.1.2.89		Šulgi			active			
Q000981				Amar-Suen 01	rim:E3/2.1.3.1	Royal Inscription		Eleanor Robson	5/28/2015 4:05:41 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 245, E3/2.1.3.1		Amar-Suen			active			
Q000982				Amar-Suen 04	rim:E3/2.1.3.4	Royal Inscription		Eleanor Robson	5/28/2015 4:05:41 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 248, E3/2.1.3.4		Amar-Suen			active			
Q000983				Amar-Suen 08	rim:E3/2.1.3.8	Royal Inscription		Eleanor Robson	5/28/2015 4:05:41 PM		updated from Tinney file 1/24/2006		Ur III	Ur	RIME 3/2, p. 252, E3/2.1.3.8		Amar-Suen			active			
