id_text	acc	bit	cmt	desc	exc	feat	func	gods	lang	mre	mus	per	pid	pri	pro	pub	ritu	subs	tid	xid
P305829		rev 16'-19'					Agricultural	None	Akkadian	Unedited	YBC 04594	Old Babylonian		YOS 11, 69	prov. unclear			Subscript: KA.INIM.MA LÚ.KÚR LÚ.SA.GAZ a-na ŠE la ṭe4-ḫe-e-em (that enemies (and) nomads should not come for the barley)	3	GC 402
P310429		1-9					Function uncertain	None (but text is broken)	Akkadian	Unedited	YBC 09898	Old Babylonian		YOS 11, 77	prov. unclear				3	GC 403
P305836		1-28				Features abbreviated divine dialogue	Birth-related	Asalluḫi	Akkadian	van Dijk 1973b p503ff (Foster 1993 no II.30b)	YBC 04603	Old Babylonian		YOS 11, 86	prov. unclear	van Dijk, Or NS41, 1972, 339, n4 (partial T,Tr--erroneously cited as YBC 04602); Or NS42, 1973, 502-07 (partial T, Tr)		Subscript: KA.INIM.MA MUNUS.Ù.TU.DA.K[AM] (for a woman giving birth)	2	GC 404
P296059							Love-related	Ištar	Akkadian	See van Dijk 1985 no 87 (Foster 1993 no II.33a)	MLC 01299	Old Babylonian		YOS 11, 87	prov. unclear	van Dijk, VS 17, p8 (partial T); J. and A. Westenholz, OrNS 46, 1977,206 (partial T, Tr)			1	GC 405
P310387						Features divine oath	Directed against Ardat Lilî	Antu, Anu	Akkadian	Farber 1989b p16ff	YBC 09841	Old Babylonian		YOS 11, 92	prov. unclear				1	GC 406
P355894							Directed against the worm		Subarian-Hurrian	See Khachikyan 1976 no 1		Old Babylonian		RA 36 p2	prov. unclear			Subscript: ši-pa-at tu-ul-tim (for the worm)	1	GC 407
P355895							Function uncertain		Subarian-Hurrian	See Khachikyan 1976 no 2		Old Babylonian		RA 36 p5	prov. unclear				1	GC 408
P355896		rev					Function uncertain		Subarian-Hurrian	See Thureau-Dangin 1939 no 3 rev		Old Babylonian		RA 36 p12	prov. unclear				2	GC 409
P355897		rev					Function uncertain		Subarian-Hurrian	See Thureau-Dangin 1939 no 4 rev		Old Babylonian		RA 36 p15	prov. unclear				2	GC 410
P355898							Function uncertain		Subarian-Hurrian	See Khachikyan 1976 no 3		Old Babylonian		RA 36 p17	prov. unclear				1	GC 411
P355905							Function uncertain		Unidentified language	See van Dijk 1982 p99	LB 1002	Old Babylonian		Unpublished,  LB 1002	prov. unclear		(Preceded by Akkadian instructions for ritual)		1	GC 412
P355906							Function uncertain		Elamite	See van Dijk 1982 p99	LB 1003	Old Babylonian		Unpublished,  LB 1003	prov. unclear				1	GC 413a
P355907							Function uncertain		Elamite	See van Dijk 1982 p99	LB 1004	Old Babylonian		Unpublished,  LB 1004	prov. unclear				1	GC 413b
P355908						Features oath by heaven and the underworld	Directed against Lamaštu	An, Enki, Enlil, seven heavens, seven underworlds	Sumerian and Elamite	See Cavigneaux and Al-Rawi 1994 p74ff	LB 1005	Old Babylonian		Unpublished,  LB 1005	prov. unclear				1	GC 414
P223459		29-35					Directed against scorpions		Possibly Elamite	See van Dijk 1982 p106	IM 051328	Old Babylonian		TIM 9, 66	prov. unclear			Subscript: ša zu-qí-qí-pí (for a scorpion)	2	GC 415
P223456		1-10					Directed against snakes		Possibly Elamite	See van Dijk 1982 p106	IM 051250	Old Babylonian		TIM 9, 69	prov. unclear			Subscript: ša ṣer-r[i-im] (for a snake)	1	GC 416
P223456		11-18					Directed against scorpions		Possibly Elamite	See van Dijk 1982 p106	IM 051250	Old Babylonian		TIM 9, 69	prov. unclear			Subscript: ša zu-qí-qí-pí-im (for a scorpion)	2	GC 417
P125402							Function uncertain		Possibly Subarian-Hurrian	See van Dijk 1982 p99	CBS 14069	Ur III		PBS 1/2, 109	Nippur	P. Michalowski, QuadSem. 18 (1992) 323 cites as Ur III incantation			1	GC 418
P283741		ii 23-37					Function uncertain		Sumerian, Akkadian and possibly Elamite	See Michalowski 1993 p160	BM 015820	Neo-Babylonian		CT 42, 6	prov. unclear				3	GC 419
P274667							Birth-related		Elamite	See van Dijk 1982 p100		Old Babylonian		OECT 11, 5	prov. unclear			Subscript: (420b) ka-inim-ma munus-ù-tu-da-kam (for a woman giving birth)	1	GC 420a
P306691							Birth-related		Elamite	See van Dijk 1982 p100	YBC 05624	Old Babylonian		YOS 11, 18	prov. unclear	van Dijk, CRRAI 25, 1982, 100 (T,Tr)		Subscript: (420b) ka-inim-ma munus-ù-tu-da-kam (for a woman giving birth)	1	GC 420b
P343026							Directed against snakes		Subarian-Hurrian	See van Dijk 1982 p103	VAT 08537	Old Babylonian		VS 17, 5	prov. unclear			Subscript: muš-dar šim-mú zú ab-kud-dè	1	GC 421
P343027		1-4					Directed against snakes		Subarian-Hurrian	See van Dijk 1971b p10 no 6	VAT 08359	Old Babylonian		VS 17, 6	prov. unclear			Subscript: ka-inim-ma [m]uš ka-⌈na a⌉ nu-um-me (for a snake without water in its mouth)	1	GC 422
P343027		5-8					Directed against snakes		Subarian-Hurrian	See van Dijk 1971b p10 no 6	VAT 08359	Old Babylonian		VS 17, 6	prov. unclear			Subscript: ka-inim-ma muš-gi4 (for turning a snake)	2	GC 423
P343027		9-11					Directed against snakes		Subarian-Hurrian	See Khachikyan 1976 no 5	VAT 08359	Old Babylonian		VS 17, 6	prov. unclear			Subscript: ka-inim-ma muš-búr-da-kam (for undoing a snake)	3	GC 424
P343027		12-14					Directed against snakes		Subarian-Hurrian	See van Dijk 1982 p103	VAT 08359	Old Babylonian		VS 17, 6	prov. unclear			Subscript: ka-inim-ma muš-zú-kud-da-kam (for the bite of a snake)	4	GC 425
P343027		15-18					Directed against snakes		Subarian-Hurrian	See van Dijk 1971b p10 no 6	VAT 08359	Old Babylonian		VS 17, 6	prov. unclear			Subscript: ka-inim-ma muš-gur-ru-da-kam (for a returning (or biting) snake)	5	GC 426
P343027		19-22					Directed against scorpions		Subarian-Hurrian	See van Dijk 1971b p10 no 6	VAT 08359	Old Babylonian		VS 17, 6	prov. unclear			Subscript: ka-inim-ma gír-tab-dab-bé-da-kam (for seizing a scorpion)	6	GC 427
P343028							Function uncertain		Subarian-Hurrian	See Khachikyan 1976 p251	VAT 08351	Old Babylonian		VS 17, 7	prov. unclear			Subscript: ka-inim-ma ur-maḫ-a-kam (for a lion)	1	GC 428
P343040		1-6					Possibly love-related		Subarian-Hurrian	See van Dijk 1971b p11 no 20	VAT 08394	Old Babylonian		VS 17, 20	prov. unclear			Subscript: ka-inim-ma NE-šà-ga	1	GC 429
P343040		7-11					Possibly love-related		Subarian-Hurrian	See van Dijk 1971b p11 no 20	VAT 08394	Old Babylonian		VS 17, 20	prov. unclear			Subscript: ka-inim-ma NE-šà-ga	2	GC 430
P343040		12-19					Possibly love-related		Subarian-Hurrian	See van Dijk 1971b p11 no 20	VAT 08394	Old Babylonian		VS 17, 20	prov. unclear			Subscript: ka-inim-ma NE-šà-ga	3	GC 431
P343042							Possibly love-related		Subarian-Hurrian	See Khachikyan 1976 p251	VAT 08362	Old Babylonian		VS 17, 22	prov. unclear			Subscript: ka-inim-ma NE-šà-ga-kam	1	GC 432
P343045							Soothing a baby		Elamite	See van Dijk 1982 p101	VAT 08353	Old Babylonian		VS 17, 26	prov. unclear			Subscript: ka-inim-ma lú-tur(I)-šed7-da-kam (for soothing a baby)	1	GC 433
P305828		1-3					Directed against toothache caused by the worm		Possibly Elamite	See van Dijk 1985 no 4 1-3 and Farber 1987a p271	YBC 04593	Old Babylonian		YOS 11, 4	prov. unclear	cf Goetze, JCS 11, 1957,82 (erroneously cited as No28); van Dijk, CRRAI 25, 101 (erroneously cited asYBC 04594)	(Followed by Akkadian instructions for ritual)	Subscript: ši-pa-at tu-ul-tim (for the worm)	3	GC 434
P305843		15-19					Function uncertain		Elamite	See van Dijk 1985 no 5 15-19	YBC 04616	Old Babylonian		YOS 11, 5	prov. unclear	van Dijk, CRRAI 25, 100f (partial T, Tr); cf Goetze, JCS 11, 1957, 82(cited as No26)			5	GC 435
P305843		20-22					Possibly birth-related: similar to Text 420		Elamite	See van Dijk 1982 p100	YBC 04616	Old Babylonian		YOS 11, 5	prov. unclear	van Dijk, CRRAI 25, 100f (partial T, Tr); cf Goetze, JCS 11, 1957, 82(cited as No26)			6	GC 436
P305848		38-43					Function uncertain		Akkadian and unidentified language	See van Dijk 1985 no 12 38-43	YBC 04625	Old Babylonian		YOS 11, 12	prov. unclear				4	GC 437
P305832		31-32					Function uncertain		Unidentified language	See van Dijk 1985 no 21 31-32	YBC 04598	Old Babylonian		YOS 11, 21	prov. unclear			Subscript: ša ši-ik-ke-ea-na t[u…] (for […] a mongoose)	4	GC 438
P305832		33					Directed against internal illness		Unidentified language	See van Dijk 1985 no 21 33	YBC 04598	Old Babylonian		YOS 11, 21	prov. unclear			Subscript: ša ŠÀ.SI.SÁ (for internal healing)	5	GC 439
P305827		7-16					Function uncertain		Unidentified language	See van Dijk 1985 nos 28 7-16 and 64 obv	YBC 04592	Old Babylonian		YOS 11, 28	prov. unclear				1	GC 440a
P305826		obv					Function uncertain		Unidentified language	See van Dijk 1985 nos 28 7-16 and 64 obv	YBC 04591	Old Babylonian		YOS 11, 64	prov. unclear	van Dijk, CRRAI 25, 1982, 103f (T,Tr)			1	GC 440b
P306710							Possibly directed against dogs		Possibly Subarian-Hurrian	See van Dijk 1985 no 38	YBC 05643	Old Babylonian		YOS 11, 38	prov. unclear			Subscript: ka-inim-ma ur-gi7-kam (for a dog; however, the contents suggest a birth-related function)	1	GC 441
P309439							Function uncertain		Unidentified language	See van Dijk 1985 no 39	YBC 08603	Old Babylonian		YOS 11, 39	prov. unclear			Subscript: ka-inim-ma šaḫ-kam (for a pig)	1	GC 442
P306705							Directed against the worm		Akkadian and unidentified language	See van Dijk 1985 no 41	YBC 05638	Old Babylonian		YOS 11, 41	prov. unclear			Subscript: ka-inim-ma ka-muš-e-⌈x-x⌉-a (for x-x the worm)	1	GC 443
P305492		1-6					Function uncertain		Unidentified language	See van Dijk 1985 no 50 1-6	YBC 04183	Old Babylonian		YOS 11, 50	prov. unclear			Subscript: ka-inim-ma bára-ri-a-kam (for setting up a dais)	2	GC 444
P306700							Possibly directed against illness		Possibly Subarian-Hurrian	See van Dijk 1985 no 52	YBC 05633	Old Babylonian		YOS 11, 52	prov. unclear			Subscript: ka-inim-⌈ma⌉ tu15-⌈a-kam⌉ (for the wind)	1	GC 445
P306417							Function uncertain		Possibly Subarian-Hurrian	See van Dijk 1985 no 60	YBC 05332	Old Babylonian		YOS 11, 60	prov. unclear			Subscript: k⌈a-inim⌉-ma GA-UDU (for the milk of a sheep)	1	GC 446
P304412							Possibly love-related		Subarian-Hurrian	See van Dijk 1985 no 65	YBC 01836	Old Babylonian		YOS 11, 65	prov. unclear	Van Dijk, CRRAI 25, 102 (T, Tr)		Subscript: ka-inim-ma NE-šà-ga eme-su-bir4-a (for (unclear) in the Subarian tongue)	1	GC 447
P306694						Features divine oath and oath by heaven and the underworld	Directed against Lamaštu	An, Enki, Enlil, seven heavens, seven underworlds	Sumerian and Elamite	See Cavigneaux and Al-Rawi 1994 p74ff	YBC 05627	Old Babylonian		YOS 11, 89	prov. unclear	van Dijk, CRRAI 25, 1982, 101f (T, Tr; cited as No87); Tonetti,Or 48, 1979, 309f (T)		Subscript: [k]a-inim-ma D◊M.ME-⌈kam⌉ (for Lamaštu)	1	GC 448
P355684		1-12				cedar	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma {giš}eren-na-k[am]	1	GC n1
P355684		12-17				syrup	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma làl-a-ka[m]	2	GC n2
P355684		18-25				ghee	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma i3-nun	3	GC n3
P355684		26-35				oil	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma ì-giš šeš4	4	GC n4
P355684		rev 1-9				oil	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma ì sag	5	GC n5
P355684		rev 10-19				oil	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma ì-giš bára	6	GC n6a
P355684		rev 20-27				garment	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma túg-a-kam	7	GC n7
P355684		rev 28-36				garment	Consecration		Sumerian		TCD 4687/7	Old Babylonian		ZA 93, 227-8	prov. unclear			ka-inim-ma gada SAR-SAR-kam	8	GC n8
P355685						oil	Consecration		Sumerian		TCD 4687/9	Old Babylonian		ZA 93, 231	prov. unclear				1	GC n6b
P263932								Utu	Sumerian	TMH 6, 77	CBS 06195	ED IIIb		PBS 9, 40	Nippur	PBS 09/1, 040; NATN p. p.8; van Dijk &amp;amp; Geller, TMH 6 app. 6			1	GC n9
P273911						Features divine dialogue; Amarsuen	Therapeutic: releasing headache (sag-gig) and muscular neck-ache (gú-sa-gig)	Asalluḫi, Enki	Sumerian	Geller 2003	HS 2438	Ur III		TMH 6, 01	Nippur					GC 52a
P273888							Therapeutic: against Shulgi's illness caused by Asag, snake, scorpion		Sumerian	Geller 2003	HS 1464	Ur III		TMH 6, 02	Nippur				1	GC n10
P273894							Directed against Asag illness		Sumerian	Geller 2003	HS 1540	Ur III		TMH 6, 03	Nippur				1	GC n11
P273901							Birth		Sumerian	Geller 2003	HS 1473 + HS 1598	Ur III		TMH 6, 04	Nippur				1	GC n12
P273896							Against eye disease		Sumerian	Geller 2003	HS 1552	Ur III		TMH 6, 05	Nippur				1	GC n13
P145900							Against samana disease		Sumerian	Geller 2003	HS 1555+1587	Ur III		TMH 6, 06	Nippur	I. Finkel, in S. Maul, ed., Fs. Borger, 1998, 78-81 (join by Oelsner); Kramer, S. &amp;amp; I. Bernhardt, TMH NF 4 (1967) 067			1	GC n14
P273889						Against loin disease (caused by snakebite?)			Sumerian	Geller 2003	HS 1474 + 1500 + 1574	Ur III		TMH 6, 07	Nippur				1	GC n15a
P273898							Against loin disease (caused by snakebite?); Namtar demon		Sumerian	Geller 2003	HS 1573	Ur III		TMH 6, 08	Nippur				1	GC n15b
P273900							Against Namtar demon and headache		Sumerian	Geller 2003	HS 1588 + 1596	Ur III		TMH 6, 09	Nippur				1	GC n17
P273906							Against Namtar demon		Sumerian	Geller 2003	HS 2266	Ur III		TMH 6, 10	Nippur				1	GC n18
P273902							Therapeutic: against paralysis		Sumerian	Geller 2003	HS 1600	Ur III		TMH 6, 11	Nippur				1	GC n19
P273892							Against snakebite		Sumerian	Geller 2003	HS 1526	Ur III		TMH 6, 12	Nippur				1	GC n20
P273884							Against snakebite?		Sumerian	Geller 2003	HS 1374	Ur III		TMH 6, 13	Nippur				1	GC n21
P273897							Against demons who silence music		Sumerian	Geller 2003	HS 1556	Ur III		TMH 6, 14	Nippur				1	GC n22
P273904							Against slander demon		Sumerian	Geller 2003	HS 2090	Ur III		TMH 6, 15	Nippur				1	GC n23
P273891							Therapeutic: against cattle disease		Sumerian	Geller 2003	HS 1497	Ur III		TMH 6, 16	Nippur				1	GC n24
P273905							Against demon scribes		Sumerian	Geller 2003	HS 2094	Ur III		TMH 6, 17	Nippur				1	GC n25
P273890		1-10					For a scapegoat		Sumerian	Geller 2003	HS 1496	Ur III		TMH 6, 18	Nippur				1	GC n26
P273890		11-rev 7					For a scapegoat		Sumerian	Geller 2003	HS 1496	Ur III		TMH 6, 18	Nippur				2	GC n32
P273890		rev 7-31					Ritual for making a figurine		Sumerian	Geller 2003	HS 1496	Ur III		TMH 6, 18	Nippur				3	GC n33
P273912							Ritual		Sumerian	Geller 2003	HS 2439	Ur III		TMH 6, 19	Nippur				1	GC n27
P273907							Ritual		Sumerian	Geller 2003	HS 2315	Ur III		TMH 6, 20	Nippur				1	GC n28
P273883							Ritual for making figurine		Sumerian	Geller 2003	HS 1368a+b + 1571	Ur III		TMH 6, 21	Nippur				1	GC n29
P273916							Uncertain		Sumerian	Geller 2003	HS 2541	Ur III		TMH 6, 22	Nippur				1	GC n30
P273885							Proverb?		Sumerian	Geller 2003	HS 1375	Ur III		TMH 6, 23	Nippur				1	GC n31
P110905		i 1-ii 11					Directed against snakes		Sumerian	Lafont TCTI 1, p.282 copy; photo p.296	Ist L 01036	Ur III		ITT 2, 01036	Girsu	Lafont &amp;amp; Yildiz, TCTI 1, 01036; copy TCTI 1, p. 282; photo  TCTI 1, p. 295-296			1	GC n34
P110905		ii 12-end					Directed against snakes		Sumerian	Lafont TCTI 1, p.282 copy; photo p.296	Ist L 01036	Ur III		ITT 2, 01036	Girsu	Lafont &amp;amp; Yildiz, TCTI 1, 01036; copy TCTI 1, p. 282; photo  TCTI 1, p. 295-296			2	GC n35
P124628		1-rev 2		Exercise with quantity on reverse.  Check incantation for grouping with others.				dumu abzu imin, Enki, Namma	Sumerian		Ist Um 0712	Ur III		OrAnt 26, 298	Umma	MVN 16, 0712			1	GC n36
P355901						Oaths			Sumerian			Old Babylonian		DCS 153	prov. unclear				1	GC n37
P272783		obv					Therapeutic	Enki, Ningirim, Utu	Sumerian	CDLB 2006:2	MRAH O.1920	ED IIIa		Veldhuis 2006	prov. unclear			UD.KA du11-ga {d}nin-girimx(|BU.KU6.DU|)	1	GC n38
P272783		rev					Therapeutic	Enki, Ningirim, Utu	Sumerian	CDLB 2006:2	MRAH O.1920	ED IIIa		Veldhuis 2006	prov. unclear			UD.KA du11-ga {d}nin-girimx(|BU.KU6.DU|)	2	GC n39
P355711		i 1-ii 28			H 097		Directed against Namtar/the evil udug	Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text MA		Old Babylonian		H 97	Me-Turan				1	GC 295a
P355736		i 1-ii 10			H 179+		Directed against Namtar/the evil udug	Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				1	GC 295b
P355710		i 1'-14'			H 084		Directed against Namtar/the evil udug	Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text MC		Old Babylonian		H 84	Me-Turan				1	GC 295c
P355711		ii 29-iii 5			H 097		Directed against the evil eye	Nintinuga, Damu, Gunura, Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text MA		Old Babylonian		H 97	Me-Turan				2	GC n40a
P355736		ii 11-29			H 179+		Directed against the evil eye	Nintinuga, Damu, Gunura, Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				2	GC n40b
P278988		iii'			N 4109 + 		Directed against the evil eye	Nintinuga, Damu, Gunura, Enki	Sumerian	Cavigneaux and Al-Rawi 1993b	N 4109 + 	Old Babylonian		N 4109	Nippur	Copied for publication by Schramm			3	GC n40c
P355687		i					Directed against the evil eye	Nintinuga, Damu, Gunura, Enki	Sumerian	Cavigneaux and Al-Rawi 1993b text S	Sb 12353	Old Babylonian		Sb 12353	Susa				1	GC n40d
P278988		i'			N 4109 + 				Sumerian	Cavigneaux and Al-Rawi 1993b	N 4109 + 	Old Babylonian		N 4109	Nippur	Copied for publication by Schramm			1	GC n41
P355711		iii 6-iv 12			H 097	Features divine dialogue	Directed against witchcraft	Asalluḫi, Enki, Ningirim	Sumerian	Cavigneaux and Al-Rawi 1993b text MA		Old Babylonian		H 97	Me-Turan				3	GC 128c
P355736		iii 11-iv 7'			H 179+	Features divine dialogue	Directed against witchcraft	Asalluḫi, Enki, Ningirim	Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				4	GC 128d
P346234						Features divine dialogue	Directed against witchcraft	Asalluḫi, Enki, Ningirim	Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		UET 6/2, 149	Ur				1	GC 128e
P355711		iv 14-v 6			H 097		Directed against evil tongue		Sumerian	Cavigneaux and Al-Rawi 1993b text MA		Old Babylonian		H 97	Me-Turan				4	GC n42a
P355736		ii 31-iii 13'			H 179+		Directed against evil tongue		Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				3	GC n42b
P355711		v 7-30			H 097	Divine dialogue			Sumerian	Cavigneaux and Al-Rawi 1993b text MA		Old Babylonian		H 97	Me-Turan				5	GC n43a
P355736		iv 4-31			H 179+	Divine dialogue			Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				5	GC n43b
P278988		ii'			N 4109 + 	Divine dialogue			Sumerian	Cavigneaux and Al-Rawi 1993b	N 4109 + 	Old Babylonian		N 4109	Nippur	Copied for publication by Schramm			2	GC n43c
P355711		vi-end			H 097		Directed against Namtar		Sumerian	Cavigneaux and Al-Rawi 1993b text MA		Old Babylonian		H 97	Me-Turan				6	GC n44a
P355736		iv 32-v			H 179+		Directed against Namtar		Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				6	GC n44b
P355710		r i' 1'-9'			H 084		Directed against Namtar		Sumerian	Cavigneaux and Al-Rawi 1993b text MC		Old Babylonian		H 84	Me-Turan				2'	GC n44c
P355736		vi			H 179+	imin-na-mesz			Sumerian	Cavigneaux and Al-Rawi 1993b text MB		Old Babylonian		H 179+	Me-Turan				7	GC n45a
P355710		r i' 9'- ii' 1'?			H 084	imin-na-mesz			Sumerian	Cavigneaux and Al-Rawi 1993b text MC		Old Babylonian		H 84	Me-Turan				3'	GC n44c
P355710		r ii' 2'-end			H 084				Sumerian	Cavigneaux and Al-Rawi 1993b text MC		Old Babylonian		H 84	Me-Turan				3'	GC n45
P355712					H 103		Directed against field pests		Sumerian		IM 095857	Old Babylonian		H 102	Me-Turan				1	GC n46a
P355707					H 074		Directed against field pests		Sumerian		IM ?	Old Babylonian		H 74	Me-Turan				1	GC n46b
P260266							Directed against field pests		Sumerian		CBS 03926	Old Babylonian		CBS 3926 + 3931	Nippur				1	GC n46c
P134667							recipe?		Sumerian			Ur III		TMH NF 1-2, 357	Nippur				1	
P134668							recipe?		Sumerian		TMH NF 1-2, 358	Ur III			Nippur				1	
P134669							ritual		Sumerian			Ur III		TMH NF 1-2, 359	Nippur				1	
P142389						Inana journey			Sumerian			Old Babylonian		YOS 11 058	prov. unclear				1	
P221782									Sumerian	OrNS 54 057	RBC 2000	ED IIIb		OrNS 54 057	unclear				1	
P255859								Utu, Nanna, Asalluhi, Ninisina, Nintinuga, Damu	Sumerian		UM 29-15-005	Old Babylonian			Nippur				1	
P257768									Sumerian	Wilcke AfO 24, 10-13		Old Babylonian		PBS 1/2, 122	Nippur				1	
P258717									Sumerian		CBS 1384	Old Babylonian			Nippur				1	
P260203									Sumerian		CBS 3833+	Old Babylonian			Nippur				1	
P275023							amulet		Sumerian	Lambert Iraq 38, 63		Old Babylonian		Lambert Iraq 38, 63	Nippur	BIN 2 16			1	
P304968									Sumerian, Akkadian			Old Babylonian		YOS 11 95	Nippur				1	
P307388							tag		Sumerian			Old Babylonian		YOS 11 55	Nippur				1	
P310397									Sumerian	Michalowsk, Fs. Hallo	YBC 9860	Old Babylonian			Nippur				1	
P345542									Sumerian			Old Babylonian		CT 44 33	Nippur				1	
P347132									Sumerian			Old Babylonian		VS 24 13	Nippur				1	
P355879							Udughul		Sumerian	Geller UHF		Old Babylonian		FAOS 12 pl. 5-6	Nippur				1	
P363156									Sumerian	Cavigneau ASJ 9 53 no. 12	AO 6905a	Old Babylonian		ASJ 9 64	Nippur				1	
P363158									Sumerian	Lambert Iraq 38 58-61		Old Babylonian		Iraq 38 60	Nippur				1	
P363159							amulet		Sumerian	Lambert Iraq 38 58-61		Old Babylonian		Iraq 38 61	Nippur				1	
P363160							amulet		Sumerian			Old Babylonian		MDP 6 49	Nippur				1	
P363161							royal		Sumerian	van Dijk, HSAO 233-268	VAT 8382	Old Babylonian		HSAO 267	Nippur				1	
P363162									Sumerian	Wilcke AfO 24 14-15		Old Babylonian		AfO 24 pl.3	Nippur				1	
P368477									Sumerian	Farber and Farber, Fs. Wilcke	A 7479	Old Babylonian		Wilcke Fs 103 and 105	prov. unclear				1	
P269878									Sumerian		CBS 15354	Old Babylonian			Nippur				1	
